element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ho,1,410.384,410.3796+,8900,1.55e+08,,0.00,24360.81,4f11.6s2,4I*,15/2,4f11.(4I*<15/2>).6s.6p.(1P*<1>),"(15/2,1)",17/2,,T7227,L3475,
Ho,1,410.504,,120,,,,,,,,,,,,,L3475,
Ho,1,410.650,,270,,,,,,,,,,,,,L3475,
Ho,1,410.736,,100,,,,,,,,,,,,,L3475,
Ho,1,410.862,410.8619+,2900,2.0e+08,,5419.70,29751.91,4f11.6s2,4I*,13/2,4f11.(4I*<13/2>).6s.6p.(1P*<1>),"(13/2,1)",13/2,,T7125,L3475,
Ho,1,411.200,,300,,,,,,,,,,,,,L3475,
Ho,1,411.272,,100,,,,,,,,,,,,,L3475,
Ho,1,411.673,,270,,,,,,,,,,,,,L3475,
Ho,1,412.020,,1500,,,,,,,,,,,,,L3475,
Ho,1,412.565,,1300,,,,,,,,,,,,,L3475,
Ho,1,412.716,412.7161+,4300,2.1e+08,,5419.70,29642.60,4f11.6s2,4I*,13/2,4f11.(4I*<13/2>).6s.6p.(1P*<1>),"(13/2,1)",15/2,,T7125,L3475,
Ho,1,413.454,,300,,,,,,,,,,,,,L3475,
Ho,1,413.622,,1500,,,,,,,,,,,,,L3475,
Ho,1,413.934,,130,,,,,,,,,,,,,L3475,
Ho,1,414.219,,230,,,,,,,,,,,,,L3475,
Ho,1,414.897,,290,,,,,,,,,,,,,L3475,
Ho,2,415.261,,"980c,w",,,,,,,,,,,,,L3475,
Ho,1,416.303,416.3026+,8100,8.97e+07,,0.00,24014.22,4f11.6s2,4I*,15/2,4f11.(4I*<15/2>).6s.6p.(1P*<1>),"(15/2,1)",13/2,,T7227,L3475,
Ho,1,417.223,,160,,,,,,,,,,,,,L3475,
Ho,1,417.323,417.3197+,2500,2.58e+07,,0.00,23955.69,4f11.6s2,4I*,15/2,4f11.(4I*<13/2>).6s.6p.(3P*<2>),"(13/2,2)",13/2,,T7227,L3475,
Ho,1,419.435,,540,,,,,,,,,,,,,L3475,
Ho,1,419.808,,100,,,,,,,,,,,,,L3475,
Ho,1,420.321,,130,,,,,,,,,,,,,L3475,
Ho,2,421.130,,100,,,,,,,,,,,,,L3475,
Ho,1,422.229,,290,,,,,,,,,,,,,L3475,
Ho,1,422.347,,290,,,,,,,,,,,,,L3475,
Ho,1,422.704,422.713+,2000,1.1e+08,,5419.70,29069.78,4f11.6s2,4I*,13/2,4f11.(4I*<13/2>).6s.6p.(1P*<1>),"(13/2,1)",11/2,,T7125,L3475,
Ho,2,422.952,,390,,,,,,,,,,,,,L3475,
Ho,1,423.124,,130w,,,,,,,,,,,,,L3475,
Ho,1,424.378,,290,,,,,,,,,,,,,L3475,
Ho,1,425.443,425.438+,"1300c,w",1.15e+07,,0.00,23498.57,4f11.6s2,4I*,15/2,4f11.(4I*<13/2>).6s.6p.(3P*<2>),"(13/2,2)",17/2,,T7227,L3475,
Ho,2,425.861,,130c,,,,,,,,,,,,,L3475,
Ho,1,426.405,,490,,,,,,,,,,,,,L3475,
Ho,1,426.604,,300,,,,,,,,,,,,,L3475,
Ho,2,427.363,,100,,,,,,,,,,,,,L3475,
Ho,1,431.104,,200,,,,,,,,,,,,,L3475,
Ho,2,433.064,,250,,,,,,,,,,,,,L3475,
Ho,2,433.713,,300,,,,,,,,,,,,,L3475,
Ho,2,434.684,,"100c,w",,,,,,,,,,,,,L3475,
Ho,1,435.073,435.073+,1300,8.9e+06,,0.00,22978.19,4f11.6s2,4I*,15/2,4f10.(5I<5>).5d<5/2>.6s2,"(5,5/2)",13/2,,T7227,L3475,
Ho,2,435.673,,290,,,,,,,,,,,,,L3475,
Ho,2,436.393,,140,,,,,,,,,,,,,L3475,
Ho,2,437.914,,170,,,,,,,,,,,,,L3475,
Ho,2,438.483,,180c,,,,,,,,,,,,,L3475,
Ho,2,440.055,,150,,,,,,,,,,,,,L3475,
Ho,2,440.124,,120,,,,,,,,,,,,,L3475,
Ho,1,440.327,,180,,,,,,,,,,,,,L3475,
Ho,2,442.056,,200,,,,,,,,,,,,,L3475,
Ho,1,444.463,,130,,,,,,,,,,,,,L3475,
Ho,2,447.359,,100,,,,,,,,,,,,,L3475,
Ho,2,447.764,,300,,,,,,,,,,,,,L3475,
Ho,2,448.457,,120,,,,,,,,,,,,,L3475,
Ho,1,451.082,,140,,,,,,,,,,,,,L3475,
Ho,2,452.614,,100c,,,,,,,,,,,,,L3475,
Ho,2,453.008,,170,,,,,,,,,,,,,L3475,
Ho,1,453.128,,170c,,,,,,,,,,,,,L3475,
Ho,2,453.165,,130c,,,,,,,,,,,,,L3475,
Ho,1,453.458,,170,,,,,,,,,,,,,L3475,
Ho,1,456.252,,200,,,,,,,,,,,,,L3475,
Ho,2,460.932,,"120c,w",,,,,,,,,,,,,L3475,
Ho,1,461.337,,130,,,,,,,,,,,,,L3475,
