element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
K,11,3.1483,0.0010,3.1483,0.0010,10,4.72e+11,,0,3176300,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,5/2,,T6437,L2181,
K,11,3.1688,0.0010,3.1690,0.0003,9,1.17e+12,,23495,3179100,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3d,2D,3/2,,T6437,L2181,
K,11,3.2099,0.0010,3.2099,0.0011,10,3.48e+11,,0,3115400,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,3/2,,T6437,L2181,
K,11,3.2178,0.0010,3.2178,0.0011,20,3.10e+12,,0,3107700,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,5/2,,T6437,L2181,
K,11,3.2278,0.0010,3.2278,0.0011,8,8.76e+10,,0,3098100,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2F,5/2,,T6437,L2181,
K,11,3.2318,0.0010,3.2317,0.0011,10,2.30e+12,,0,3094300,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2S,1/2,,T6437,L2181,
K,11,3.2341,0.0010,3.2343,0.0003,18,2.80e+12,,23495,3115400,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2D,3/2,,T6437,L2181,
K,11,3.2421,0.0010,3.2421,0.0003,8,4.30e+11,,23495,3107900,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2P,3/2,,T6437,L2181,
K,11,3.2563,0.0010,3.2565,0.0003,6,7.47e+11,,23495,3094300,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2S,1/2,,T6437,L2181,
K,11,3.2808,0.0010,3.2808,0.0011,20,1.35e+12,,0,3048000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2D,5/2,,T6437,L2181,
K,11,3.2956,0.0010,3.2955,0.0011,10*,5.11e+11,,0,3034400,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2D,3/2,,T6437,L2181,
K,11,3.2956,0.0010,3.2957,0.0011,10*,1.39e+11,,0,3034300,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2F,5/2,,T6437,L2181,
K,11,3.3012,0.0010,3.3012,0.0011,10,9.90e+10,,0,3029200,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4P,5/2,,T6437,L2181,
K,11,3.3028,0.0010,3.3027,0.0011,2,1.49e+11,,0,3027800,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,1/2,,T6437,L2181,
K,11,3.3087,0.0010,3.2816,0.0011,10,2.04e+10,,0,3047300,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,3/2,,T6437,L2181,
K,11,3.3107,0.0010,3.3107,0.0011,8,1.08e+11,,0,3020500,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4F,5/2,,T6437,L2181,
K,11,3.3134,0.0010,3.3135,0.0011,3,8.99e+10,,0,3018000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4P,1/2,,T6437,L2181,
K,11,3.3211,0.0010,3.3213,0.0003,6,3.45e+11,,23495,3034400,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2D,3/2,,T6437,L2181,
K,12,3.3237,0.0010,3.3237,0.0010,8,2.55e+11,,0,3008700,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,3,,T4919,L2183,
K,11,3.3285,0.0010,3.3286,0.0003,6,8.24e+10,,23495,3027800,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2P,1/2,,T6437,L2181,
K,11,3.3340,0.0010,3.3347,0.0003,4,2.06e+09,,23495,3022300,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,4P,3/2,,T6437,L2181,
K,12,3.3486,0.0010,3.3487,0.0010,8,1.23e+11,,18944,3005200,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,3D*,2,,T4919,L2183,
K,12,3.3547,0.0010,3.3547,0.0010,3,9.29e+10,,23207,3004100,2s2.2p4,3P,0,2s2.2p3.(2D*).3s,3D*,1,,T4919,L2183,
K,12,3.3957,0.0010,3.3956,0.0010,4,6.21e+11,,79587,3024600,2s2.2p4,1D,2,2s2.2p3.(2D*).3s,1D*,2,,T4919,L2183,
K,12,3.4126,0.0010,3.4125,0.0010,5,5.35e+11,,0,2930400,2s2.2p4,3P,2,2s2.2p3.(4S*).3s,3S*,1,,T4919,L2183,
K,12,3.4200,0.0010,3.4198,0.0011,2,3.16e+11,,162886,3087000,2s2.2p4,1S,0,2s2.2p3.(2P*).3s,1P*,1,,T4919,L2183,
K,12,3.4349,0.0010,3.4347,0.0011,3,2.66e+11,,18944,2930400,2s2.2p4,3P,1,2s2.2p3.(4S*).3s,3S*,1,,T4919,L2183,
K,10,3.5307,0.0004,3.5309,0.0004,4,3.51e+12,,0,2832117,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,1,,T6036,L7409,
K,11,3.5563,0.0010,3.5564,0.0013,4,9.00e+10,,0,2811800,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3s,2S,1/2,,T6437,L2181,
K,10,3.5779,0.0004,3.5781,0.0004,2,3.13e+11,,0,2794790,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,,T6036,L7409,
K,11,3.5865,0.0010,3.5864,0.0003,4,9.81e+10,,23495,2811800,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3s,2S,1/2,,T6437,L2181,
K,10,3.6229,0.0004,3.6231,0.0004,1,1.04e+10,,0,2760084,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,,T6036,L7409,
K,11,3.6660,0.0010,3.6660,0.0014,20,1.92e+11,,0,2727800,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3s,2D,5/2,,T6437,L2181,
K,11,3.6968,0.0010,3.6969,0.0003,10,1.98e+11,,23495,2728500,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3s,2D,3/2,,T6437,L2181,
K,11,3.7236,0.0010,3.7236,0.0014,6,2.04e+11,,0,2685600,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,2P,1/2,,T6437,L2181,
K,11,3.7431,0.0010,3.7432,0.0014,20,3.75e+11,,0,2671500,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,2P,3/2,,T6437,L2181,
K,11,3.7564,0.0010,3.7564,0.0004,10,3.04e+11,,23495,2685600,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,2P,1/2,,T6437,L2181,
