element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
P,2,462.670,462.6708,300,3.0e+07,D,103339.14,124946.73,3s2.3p.4p,3D,2,3s2.3p.4d,3F*,2,,"T1619CA,LS",L3986,
P,2,465.831,465.8309,300,2.1e+07,D,103667.86,125128.87,3s2.3p.4p,3D,3,3s2.3p.4d,3F*,3,,"T1619CA,LS",L3986,
P,2,486.442,486.4426,200,1.1e+07,D,103339.14,123890.81,3s2.3p.4p,3D,2,3s2.3p.5s,3P*,2,,"T1619CA,LS",L3986,
P,2,492.720,492.7197,150,1.9e+07,D,103165.61,123455.46,3s2.3p.4p,3D,1,3s2.3p.5s,3P*,1,,"T1619CA,LS",L3986,
P,2,494.353,494.3497,500,6.3e+07,D,103667.86,123890.81,3s2.3p.4p,3D,3,3s2.3p.5s,3P*,2,,"T1619CA,LS",L3986,
P,2,495.439,495.4367,300,7.8e+07,D,103165.61,123344.19,3s2.3p.4p,3D,1,3s2.3p.5s,3P*,0,,"T1619CA,LS",L3986,
P,2,496.971,496.9701,300,5.8e+07,D,103339.14,123455.46,3s2.3p.4p,3D,2,3s2.3p.5s,3P*,1,,"T1619CA,LS",L3986,
P,1,507.9381,507.9383,100,2.9e+06,E,56339.656,76021.601,3s2.3p2.(3P).4s,4P,5/2,3s2.3p2.(3P).5p,4S*,3/2,,"T1619CA,LS",L5148,
P,1,509.8221,509.8225,100,2.9e+06,E,56090.626,75699.831,3s2.3p2.(3P).4s,4P,3/2,3s2.3p2.(3P).5p,4P*,1/2,,"T1619CA,LS",L5148,
P,1,510.0974,510.0969,100,4.6e+05,E,56090.626,75689.282,3s2.3p2.(3P).4s,4P,3/2,3s2.3p2.(3P).5p,4P*,3/2,,"T1619CA,LS",L5148,
P,1,510.9628,510.9625,140,3.4e+06,E,56339.656,75905.112,3s2.3p2.(3P).4s,4P,5/2,3s2.3p2.(3P).5p,4P*,5/2,,"T1619CA,LS",L5148,
P,1,515.4844,515.4842,140,1.5e+06,E,56090.626,75484.459,3s2.3p2.(3P).4s,4P,3/2,3s2.3p2.(3P).5p,4D*,5/2,,"T1619CA,LS",L5148,
P,5,515.672,,110,,,,,,,,,,,,,L2613,
P,1,516.2290,,180,,,,,,,,,,,,,L5148,
P,2,519.141,519.1393,150,3.5e+07,D,86743.96,106001.25,3s2.3p.4s,3P*,1,3s2.3p.4p,3S,1,,"T1619CA,LS",L3986,
P,4,523.5499,,150,,,,,,,,,,,,,L4144,
