element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Hg,2,133.1737,0.0004,133.17384,0.00010,2000,5.4e+08,,35514.624,110604.447,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",7/2,,T7226,L11760,
Hg,2,134.7240,0.0004,,,100,,,,,,,,,,,,,L11760,
Hg,2,134.7775,0.0004,134.77771,0.00010,120,9.1e+08,,84212.404,158408.647,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
Hg,2,134.9689,0.0004,134.96897,0.00010,50,8.8e+07,,60608.362,134699.466,5d10.6p,2P*,3/2,5d10.8d,2D,5/2,,T7226,L11760,
Hg,2,135.0268,0.0004,135.02706,0.00010,4000,2.2e+09,,50555.567,124614.794,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",3/2,,T7226,L11760,
Hg,2,135.2186,0.0005,135.21829,0.00010,5,1.5e+07,,60608.362,134562.854,5d10.6p,2P*,3/2,5d10.8d,2D,3/2,,T7226,L11760,
Hg,2,135.2496,0.0005,135.24960,0.00010,20,1.4e+08,,95187.361,169124.734,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6p2,"(2D<5/2>,1D<2>)",7/2,,T7226,L11760,
Hg,2,135.4289,0.0004,135.42894,0.00010,400,2.1e+08,,51486.070,125325.531,5d10.6p,2P*,1/2,5d10.7d,2D,3/2,,T7226,L11760,
Hg,2,135.6982,0.0005,135.69789,0.00010,20w,1.1e+09,,84212.404,157905.52,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",9/2,,T7226,L11760,
Hg,2,135.7276,0.0004,135.72752,0.00010,120,2.5e+07,,35514.624,109191.648,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<3/2>,3P<2>)*",3/2,,T7226,L11760,
Hg,2,135.9203,0.0004,135.92034,0.00010,90,6.6e+08,,84836.143,158408.647,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
Hg,2,135.9932,0.0005,,,20,,,,,,,,,,,,,L11760,
Hg,2,136.1263,0.0004,136.12645,0.00010,6000,1.6e+09,,35514.624,108975.732,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",5/2,,T7226,L11760,
Hg,2,136.8194,0.0004,136.81937,0.00010,12,3.5e+08,,84836.143,157925.207,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
Hg,2,137.2573,0.0004,137.25746,0.00010,1200,5.7e+08,,50555.567,123411.351,5d9.6s2,2D,3/2,5d10.5f,2F*,5/2,,T7226,L11760,
Hg,2,137.9543,0.0006,,,15,,,,,,,,,,,,,L11760,
Hg,2,138.2203,0.0004,138.22017,0.00010,300,1.5e+09,,79705.262,152053.602,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6p2,"(2D<5/2>,3P<1>)",7/2,,T7226,L11760,
Hg,2,138.9812,0.0004,138.98118,0.00010,60,7.0e+07,,60608.362,132560.550,5d10.6p,2P*,3/2,5d10.9s,2S,1/2,,T7226,L11760,
Hg,2,139.3791,0.0010,139.37918,0.00010,40p,6.0e+08,,86178.478,157925.207,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
Hg,2,140.0461,0.0004,140.04654,0.00010,2000,1.6e+09,,50555.567,121960.399,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",5/2,,T7226,L11760,
Hg,1,140.270,0.003,140.26257,0.00004,30,,,0.000,71294.86,5d10.6s2,1S,0,5d10.6s.7p,1P*,1,,,L15165,
Hg,2,140.4534,0.0003,140.45304,0.00010,800,2.0e+09,,50555.567,121753.739,5d9.6s2,2D,3/2,5d9.6s.6p,"(2D<3/2>,1P<1>)*",1/2,,T7226,L11760,
Hg,2,140.6940,0.0004,140.69349,0.00010,50,1.8e+08,,84212.404,155288.900,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
Hg,2,141.4420,0.0004,141.44185,0.00010,45000,1.8e+09,,35514.624,106215.059,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,,T7226,L11760,
Hg,2,141.7005,0.0004,141.70048,0.00010,15000,1.1e+09,,35514.624,106086.013,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<5/2>,1P<1>)*",3/2,,T7226,L11760,
Hg,2,141.9393,0.0004,141.93909,0.00010,150,7.3e+08,,84836.143,155288.900,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
Hg,2,142.9992,0.0004,142.99901,0.00010,150,8.5e+07,,51486.070,121416.626,5d10.6p,2P*,1/2,5d10.8s,2S,1/2,,T7226,L11760,
Hg,1,143.553,0.003,143.55069,0.00004,14,,,0.000,69661.803,5d10.6s2,1S,0,5d10.6s.7p,3P*,1,,,L15165,
Hg,2,144.6961,0.0004,144.69598,0.00010,80,1.6e+08,,86178.478,155288.900,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6p2,"(2D<5/2>,3P<1>)",5/2,,T7226,L11760,
Hg,2,145.9482,0.0004,145.94873,0.00010,20,1.1e+08,,79705.262,148222.473,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
Hg,2,147.4029,0.0004,147.40306,0.00010,40,2.1e+08,,84212.404,152053.602,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<1>)",7/2,,T7226,L11760,
Hg,2,147.7776,0.0004,147.77761,0.00010,3500,3.8e+08,,35514.624,103183.874,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<3/2>,3P<1>)*",3/2,,T7226,L11760,
Hg,2,148.6563,0.0004,148.65658,0.00010,5,8.9e+07,,91139.508,158408.647,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
Hg,2,149.1545,0.0004,149.1543,0.0010,40,3.5e+08,,94092.834,161137.50,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6s.6d,"[(2D<3/2>,1/2)<1>,3/2]",5/2,,T7226,L11760,
Hg,2,149.6997,0.0004,149.69966,0.00010,150,4.0e+08,,79705.262,146505.679,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
Hg,2,149.7767,0.0003,149.77681,0.00010,25w,1.2e+09,,91139.508,157905.52,5d9.6s.6p,"(2D<5/2>,3P<2>)*",9/2,5d9.6p2,"(2D<5/2>,3P<2>)",9/2,,T7226,L11760,
Hg,2,150.9135,0.0004,150.91371,0.00010,35,7.2e+07,,79705.262,145968.295,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
Hg,2,151.1622,0.0004,151.16237,0.00010,250,9.3e+08,,79705.262,145859.294,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
Hg,2,152.7501,0.0005,152.75035,0.00010,125,3.0e+08,,79705.262,145171.560,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",5/2,,T7226,L11760,
Hg,2,153.0298,0.0004,153.02981,0.00010,800,6.0e+06,,35514.624,100861.369,5d9.6s2,2D,5/2,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,,T7226,L11760,
Hg,2,153.3589,0.0004,153.35902,0.00010,125,3.8e+08,,79705.262,144911.731,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",3/2,,T7226,L11760,
Hg,2,153.9140,0.0004,153.91417,0.00010,800,1.8e+08,,60608.362,125579.636,5d10.6p,2P*,3/2,5d10.7d,2D,5/2,,T7226,L11760,
Hg,2,153.9708,0.0005,153.97046,0.00010,3w,1.6e+08,,97095.774,162043.299,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.6d,"[(2D<3/2>,1/2)<1>,5/2]",5/2,,T7226,L11760,
Hg,2,154.1910,0.0004,154.19118,0.00010,350,1.2e+09,,79705.262,144559.816,5d9.6s.6p,"(2D<5/2>,3P<0>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",3/2,,T7226,L11760,
Hg,2,154.5184,0.0004,154.51850,0.00010,125,3.0e+07,,60608.362,125325.531,5d10.6p,2P*,3/2,5d10.7d,2D,3/2,,T7226,L11760,
Hg,2,156.1149,0.0004,156.11499,0.00010,20,2.4e+08,,100861.369,164916.716,5d9.6s.6p,"(2D<3/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<3/2>,1/2)<2>,5/2]",7/2,,T7226,L11760,
Hg,2,156.1479,0.0005,156.1482,0.0010,300u,8.2e+08,,97095.774,161137.50,5d9.6s.6p,"(2D<3/2>,3P<0>)*",3/2,5d9.6s.6d,"[(2D<3/2>,1/2)<1>,3/2]",5/2,,T7226,L11760,
Hg,2,156.6602,0.0004,156.66032,0.00010,10,1.8e+08,,94092.834,157925.207,5d9.6s.6p,"(2D<5/2>,3P<2>)*",3/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
Hg,2,157.7621,0.0004,157.76272,0.00010,50,1.3e+08,,84836.143,148222.473,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
Hg,2,158.1748,0.0003,158.17457,0.00010,250,7.0e+08,,95187.361,158408.647,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
Hg,2,158.4674,0.0003,158.46728,0.00010,125,3.0e+08,,95304.138,158408.647,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",7/2,,T7226,L11760,
Hg,2,158.9581,0.0005,158.95806,0.00010,100,9.0e+08,,106215.059,169124.734,5d9.6s.6p,"(2D<5/2>,1P<1>)*",7/2,5d9.6p2,"(2D<5/2>,1D<2>)",7/2,,T7226,L11760,
Hg,2,159.1451,0.0005,,,10,,,,,,,,,,,,,L11760,
Hg,2,159.3932,0.0004,159.39342,0.00010,60,6.2e+08,,95187.361,157925.207,5d9.6s.6p,"(2D<5/2>,3P<2>)*",7/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
