element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Dy,2,357.687,,1700,,,,,,,,,,,,,L3475,
Dy,2,357.798,,830,,,,,,,,,,,,,L3475,
Dy,2,358.004,,440,,,,,,,,,,,,,L3475,
Dy,2,358.442,,400,,,,,,,,,,,,,L3475,
Dy,2,358.506,,3300,,,,,,,,,,,,,L3475,
Dy,2,358.578,,1400,,,,,,,,,,,,,L3475,
Dy,2,358.611,,560,,,,,,,,,,,,,L3475,
Dy,2,359.007,,360,,,,,,,,,,,,,L3475,
Dy,2,359.141,,1100,,,,,,,,,,,,,L3475,
Dy,2,359.181,,560,,,,,,,,,,,,,L3475,
Dy,2,359.211,,560,,,,,,,,,,,,,L3475,
Dy,2,359.504,,1800,,,,,,,,,,,,,L3475,
Dy,2,359.606,,400,,,,,,,,,,,,,L3475,
Dy,2,360.038,,560,,,,,,,,,,,,,L3475,
Dy,2,360.282,,360,,,,,,,,,,,,,L3475,
Dy,2,360.612,,1800,,,,,,,,,,,,,L3475,
Dy,2,361.851,,440,,,,,,,,,,,,,L3475,
Dy,2,362.016,,560,,,,,,,,,,,,,L3475,
Dy,2,362.427,,470,,,,,,,,,,,,,L3475,
Dy,2,362.942,,1100,,,,,,,,,,,,,L3475,
Dy,2,363.024,363.02382+,4000,3.05e+07,,4341.104,31879.655,4f10.(5I<7>).6s<1/2>,"(7,1/2)",15/2,4f10.(5I).6p,6K*,17/2,,T7148,L3475,
Dy,2,363.278,,440,,,,,,,,,,,,,L3475,
Dy,2,363.527,,400,,,,,,,,,,,,,L3475,
Dy,2,363.728,,360,,,,,,,,,,,,,L3475,
Dy,2,364.025,,1100,,,,,,,,,,,,,L3475,
Dy,2,364.392,,400,,,,,,,,,,,,,L3475,
Dy,2,364.540,364.53965+,11000,6.20e+07,,828.314,28252.357,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(1G),*,17/2,,T7148,L3475,
Dy,2,364.586,,360,,,,,,,,,,,,,L3475,
Dy,2,364.878,,1000,,,,,,,,,,,,,L3475,
Dy,2,366.462,,700,,,,,,,,,,,,,L3475,
Dy,1,366.684,,400,,,,,,,,,,,,,L3475,
Dy,2,367.230,,990,,,,,,,,,,,,,L3475,
Dy,2,367.270,,420,,,,,,,,,,,,,L3475,
Dy,2,367.314,,400,,,,,,,,,,,,,L3475,
Dy,2,367.408,,1400,,,,,,,,,,,,,L3475,
Dy,2,367.659,,2200,,,,,,,,,,,,,L3475,
Dy,1,367.851,,640,,,,,,,,,,,,,L3475,
Dy,1,368.485,,820,,,,,,,,,,,,,L3475,
Dy,1,368.578,,1300,,,,,,,,,,,,,L3475,
Dy,2,369.481,369.48115+,4700,2.37e+07,,828.314,27885.593,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3F),*,15/2,,T7148,L3475,
Dy,2,369.731,,370,,,,,,,,,,,,,L3475,
Dy,2,369.821,,990,,,,,,,,,,,,,L3475,
Dy,2,370.163,,540,,,,,,,,,,,,,L3475,
Dy,2,370.740,,330,,,,,,,,,,,,,L3475,
Dy,2,370.757,,440,,,,,,,,,,,,,L3475,
Dy,2,370.822,,440,,,,,,,,,,,,,L3475,
Dy,2,371.007,,420,,,,,,,,,,,,,L3475,
Dy,2,371.166,,330,,,,,,,,,,,,,L3475,
Dy,2,372.445,,1600,,,,,,,,,,,,,L3475,
Dy,1,372.800,,300,,,,,,,,,,,,,L3475,
Dy,1,373.934,,930,,,,,,,,,,,,,L3475,
Dy,2,374.782,,1200,,,,,,,,,,,,,L3475,
Dy,2,375.351,,1400,,,,,,,,,,,,,L3475,
Dy,2,375.375,,1400,,,,,,,,,,,,,L3475,
Dy,1,375.705,375.7052+,1200,3.0e+08,D,7565.610,34174.66,4f9.(6H*).5d.6s2,7H*,8,,,9,,T4515,L3475,
Dy,2,375.737,375.73674+,4700,2.01e+07,,828.314,27435.132,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3P),*,15/2,,T7148,L3475,
Dy,1,376.763,,640,,,,,,,,,,,,,L3475,
Dy,1,377.111,,330,,,,,,,,,,,,,L3475,
Dy,1,377.305,,640,,,,,,,,,,,,,L3475,
Dy,1,377.471,,370,,,,,,,,,,,,,L3475,
Dy,1,378.147,,420,,,,,,,,,,,,,L3475,
Dy,2,378.541,,330,,,,,,,,,,,,,L3475,
Dy,2,378.618,,3300,,,,,,,,,,,,,L3475,
Dy,2,378.844,,1600,,,,,,,,,,,,,L3475,
Dy,2,379.187,,700,,,,,,,,,,,,,L3475,
Dy,2,380.414,,510,,,,,,,,,,,,,L3475,
Dy,2,380.627,,580,,,,,,,,,,,,,L3475,
Dy,1,381.227,,470,,,,,,,,,,,,,L3475,
Dy,2,381.367,,470,,,,,,,,,,,,,L3475,
Dy,2,381.676,,1400,,,,,,,,,,,,,L3475,
Dy,2,382.568,,700,,,,,,,,,,,,,L3475,
Dy,2,383.650,,2300,,,,,,,,,,,,,L3475,
Dy,1,384.089,,370,,,,,,,,,,,,,L3475,
Dy,2,384.131,,1400,,,,,,,,,,,,,L3475,
Dy,2,384.200,,330,,,,,,,,,,,,,L3475,
Dy,1,384.436,,330,,,,,,,,,,,,,L3475,
Dy,2,384.634,,420,,,,,,,,,,,,,L3475,
Dy,1,384.702,,420,,,,,,,,,,,,,L3475,
Dy,2,384.939,,330,,,,,,,,,,,,,L3475,
Dy,2,385.303,,1200,,,,,,,,,,,,,L3475,
Dy,1,385.840,,420,,,,,,,,,,,,,L3475,
Dy,2,386.658,,370,,,,,,,,,,,,,L3475,
Dy,2,386.845,,560,,,,,,,,,,,,,L3475,
Dy,1,386.881,386.8805+,1600,3.1e+08,D,7565.610,33406.06,4f9.(6H*).5d.6s2,7H*,8,,,8,,T4515,L3475,
Dy,2,386.942,,300,,,,,,,,,,,,,L3475,
Dy,2,386.986,,820,,,,,,,,,,,,,L3475,
Dy,2,387.211,387.21038+,7000,2.54e+07,,0.000,25818.435,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,*,17/2,,T7148,L3475,
Dy,2,387.399,,1200,,,,,,,,,,,,,L3475,
Dy,2,387.911,,470,,,,,,,,,,,,,L3475,
Dy,2,388.199,,300,,,,,,,,,,,,,L3475,
Dy,2,389.853,389.85292+,5800,4.69e+07,,4755.673,30399.107,4f10.(5I<7>).6s<1/2>,"(7,1/2)",13/2,4f9.(6H*).5d2.(3F),*,15/2,,T7148,L3475,
Dy,2,391.487,,540,,,,,,,,,,,,,L3475,
Dy,2,391.559,,540,,,,,,,,,,,,,L3475,
Dy,1,391.729,,540bl,,,,,,,,,,,,,L3475,
Dy,2,392.338,,320,,,,,,,,,,,,,L3475,
Dy,1,392.786,,420,,,,,,,,,,,,,L3475,
Dy,1,393.014,,540,,,,,,,,,,,,,L3475,
Dy,2,393.152,,2100,,,,,,,,,,,,,L3475,
Dy,2,393.222,,320,,,,,,,,,,,,,L3475,
Dy,2,393.300,,370,,,,,,,,,,,,,L3475,
Dy,2,393.421,,320,,,,,,,,,,,,,L3475,
Dy,1,393.670,,420,,,,,,,,,,,,,L3475,
Dy,2,394.253,,540,,,,,,,,,,,,,L3475,
Dy,2,394.468,394.46798+,10000,3.07e+07,,0.000,25343.427,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f9.(6H*).5d2.(3P),*,17/2,,T7148,L3475,
Dy,2,394.693,,420,,,,,,,,,,,,,L3475,
Dy,2,395.039,,540,,,,,,,,,,,,,L3475,
Dy,2,395.455,,420,,,,,,,,,,,,,L3475,
Dy,2,395.779,,800,,,,,,,,,,,,,L3475,
Dy,1,396.259,,370,,,,,,,,,,,,,L3475,
Dy,1,396.751,396.7509+,320,1.45e+07,B+,7565.610,32763.21,4f9.(6H*).5d.6s2,7H*,8,,,9,,T7148,L3475,
Dy,2,396.839,396.83853+,14000,4.55e+07,,0.000,25192.039,4f10.(5I<8>).6s<1/2>,"(8,1/2)",17/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
Dy,2,397.857,,2700,,,,,,,,,,,,,L3475,
Dy,2,398.192,,1400,,,,,,,,,,,,,L3475,
Dy,2,398.365,,1600,,,,,,,,,,,,,L3475,
Dy,2,398.421,,800,,,,,,,,,,,,,L3475,
Dy,2,399.132,,540,,,,,,,,,,,,,L3475,
Dy,2,399.669,,1600,,,,,,,,,,,,,L3475,
Dy,2,400.045,400.04502+,8000,2.54e+07,,828.314,25818.435,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,*,17/2,,T7148,L3475,
Dy,1,400.584,,420,,,,,,,,,,,,,L3475,
Dy,1,400.607,,320,,,,,,,,,,,,,L3475,
Dy,2,401.129,,540,,,,,,,,,,,,,L3475,
Dy,1,401.382,401.3824+,540,2.93e+06,B+,0.000,24906.86,4f10.6s2,5I,8,4f10.(5I<6>).6s.6p.(3P*<2>),"(6,2)*",7,,T7148,L3475,
Dy,2,401.470,,540,,,,,,,,,,,,,L3475,
Dy,1,402.371,402.3714+,370,2.90e+07,B+,7565.610,32411.25,4f9.(6H*).5d.6s2,7H*,8,,,7,,T7148,L3475,
Dy,2,402.778,,420,,,,,,,,,,,,,L3475,
Dy,2,402.832,,520bl,,,,,,,,,,,,,L3475,
Dy,2,403.247,,520,,,,,,,,,,,,,L3475,
Dy,2,403.365,,420,,,,,,,,,,,,,L3475,
Dy,2,403.632,,420,,,,,,,,,,,,,L3475,
Dy,2,404.198,,320,,,,,,,,,,,,,L3475,
Dy,1,404.597,404.59701+,12000,1.92e+08,B+,0.000,24708.971,4f10.6s2,5I,8,4f10.(5I<8>).6s.6p.(1P*<1>),"(8,1)*",7,,T7148,L3475,
Dy,2,405.056,,1600,,,,,,,,,,,,,L3475,
Dy,2,405.514,,520,,,,,,,,,,,,,L3475,
Dy,2,407.312,,2500,,,,,,,,,,,,,L3475,
Dy,2,407.796,407.79651+,7400,2.02e+07,,828.314,25343.427,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f9.(6H*).5d2.(3P),*,17/2,,T7148,L3475,
Dy,1,408.534,408.5333+,370,1.71e+07,B+,7565.610,32036.51,4f9.(6H*).5d.6s2,7H*,8,,,7,,T7148,L3475,
Dy,1,409.610,,390,,,,,,,,,,,,,L3475,
