element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Si,3,265.551,265.5520,14,1.35e+08,B,204828.06,242474.27,3s.4f,1F*,3,3s.6g,1G,4,,T6298c4,L4833,
Si,4,267.219,267.2198,1,2.49e+06,B+,276503.67,313914.92,2p6.5p,2P*,1/2,2p6.6d,2D,3/2,,c33,L6098,
Si,4,267.512,267.5118,4,2.74e+07,A,254127.08,291497.50,2p6.4f,2F*,5/2,2p6.5d,2D,3/2,,c33,L6098,
Si,4,267.525,267.5251,4,2.61e+07,A,254129.03,291497.60,2p6.4f,2F*,7/2,2p6.5d,2D,5/2,,c33,L6098,
Si,4,267.757,267.7592,1,4.51e+05,B,276579.03,313914.92,2p6.5p,2P*,3/2,2p6.6d,2D,3/2,,c33,L6098,
Si,2,268.221,268.2216,10w,3.49e+06,D+,81251.32,118522.86,3s2.4p,2P*,3/2,3s2.6d,2D,3/2,,T7166,L3541,
Si,4,272.381,272.3808,3w*,1.10e+08,B+,291497.60,328200.04,2p6.5d,2D,5/2,2p6.7f,2F*,7/2,,c33,L6098,
Si,4,272.381,272.3808,3w*,7.34e+06,B,291497.60,328200.04,2p6.5d,2D,5/2,2p6.7f,2F*,5/2,,c33,L6098,
Si,3,281.711,281.7113,9,2.22e+07,C+,209599.70,245086.58,3s.4f,3F*,4,3p.4p,3D,3,,"T6298c4,LS",L4833,
Si,3,283.149,283.1489,7,2.12e+07,C+,209559.33,244866.05,3s.4f,3F*,3,3p.4p,3D,2,,"T6298c4,LS",L4833,
Si,3,283.962,283.9628,5,2.37e+07,C,209531.40,244736.93,3s.4f,3F*,2,3p.4p,3D,1,,"T6298c4,LS",L4833,
Si,1,288.1579,288.1578,1000,2.17e+08,B,6298.850,40991.884,3s2.3p2,1D,2,3s2.3p.4s,1P*,1,,T5814,L3521,
Si,2,288.751,288.7515,10w,6.39e+06,D+,79355.02,113976.72,3s2.3d,2D,5/2,3s2.6p,2P*,3/2,,T7166,L3541,
Si,4,289.513,,3w,,,,,,,,,,,,,L6098,
Si,2,290.428,290.4283,300,3.58e+07,C,79338.50,113760.32,3s2.3d,2D,3/2,3s2.5f,2F*,5/2,,"T6527c4,LS",L3541,
Si,4,290.447,,2w,,,,,,,,,,,,,L6098,
Si,2,290.569,290.5692,500,3.83e+07,C,79355.02,113760.15,3s2.3d,2D,5/2,3s2.5f,2F*,7/2,,"T6527c4,LS",L3541,
Si,3,295.915,295.9153,5,1.48e+07,C,214989.27,248772.86,3s.5p,3P*,2,3p.4p,3S,1,,"T6298c4,LS",L4833,
Si,1,297.0355,297.0353,55,6.00e+04,E,6298.850,39955.053,3s2.3p2,1D,2,3s2.3p.4s,3P*,2,,T5814,L3521,
Si,4,297.152,297.1521,1w*,9.24e+06,B+,293718.99,327361.97,2p6.5f,2F*,7/2,2p6.7d,2D,5/2,,c33,L6098,
Si,4,297.152,297.1521,1w*,9.70e+06,B,293718.99,327361.97,2p6.5f,2F*,5/2,2p6.7d,2D,3/2,,c33,L6098,
Si,4,297.152,297.1521,1w*,4.62e+05,C+,293718.99,327361.97,2p6.5f,2F*,5/2,2p6.7d,2D,5/2,,c33,L6098,
Si,3,298.052,298.0525,5,2.37e+05,D,142945.84,176487.19,3s.3d,3D,2,3s.4p,1P*,1,,c44,L4833,
Si,1,298.7645,298.7643,150,2.66e+06,D+,6298.850,39760.285,3s2.3p2,1D,2,3s2.3p.4s,3P*,1,,T5814,L3521,
Si,1,300.6739,300.6739,50,1.1e+03,E,77.115,33326.053,3s2.3p2,3P,1,3s.3p3,5S*,2,,T6066c4,L3521,
Si,3,301.309,301.3098,5,5.67e+06,C,214989.27,248168.04,3s.5p,3P*,2,3p.4p,3P,2,,"T6298c4,LS",L4833,
Si,1,302.0004,302.0004,75,3.3e+03,E,223.157,33326.053,3s2.3p2,3P,2,3s.3p3,5S*,2,,T6066c4,L3521,
Si,2,302.155,,20w,,,,,,,,,,,,,L3541,
Si,2,303.000,,100w,,,,,,,,,,,,,L3541,
Si,3,303.473,303.4731,6,4.50e+07,B,209531.40,242473.66,3s.4f,3F*,2,3s.6g,3G,3,,"T6298c4,LS",L4833,
Si,3,303.729,303.7306,8,3.93e+06,C,209559.33,242473.66,3s.4f,3F*,3,3s.6g,3G,3,,"T6298c4,LS",L4833,
Si,3,304.093,304.0930,9,4.87e+07,B,209599.70,242474.81,3s.4f,3F*,4,3s.6g,3G,5,,"T6298c4,LS",L4833,
Si,2,304.157,,20w,,,,,,,,,,,,,L3541,
Si,2,304.219,,30w,,,,,,,,,,,,,L3541,
Si,2,304.369,,100w,,,,,,,,,,,,,L3541,
Si,2,304.385,,10w,,,,,,,,,,,,,L3541,
Si,3,304.393,304.3931,7,2.51e+07,C+,201599.48,234442.18,3s.4d,3D,3,3s.6p,3P*,2,,"T6298c4,LS",L4833,
Si,3,304.508,304.5097,5,2.24e+07,C,201598.28,234428.40,3s.4d,3D,2,3s.6p,3P*,1,,"T6298c4,LS",L4833,
Si,2,304.577,,10w,,,,,,,,,,,,,L3541,
Si,2,304.830,,50w,,,,,,,,,,,,,L3541,
Si,2,305.318,,150w,,,,,,,,,,,,,L3541,
Si,3,306.824,306.8229,7,5.15e+07,C+,216190.24,248772.86,3p.3d,3P*,2,3p.4p,3S,1,,"T6298c4,LS",L4833,
Si,3,308.624,308.6236,25,1.46e+08,B+,142943.74,175336.26,3s.3d,3D,3,3s.4p,3P*,2,,c44,L4833,
Si,3,308.646,308.6436,6,2.61e+07,C+,142945.84,175336.26,3s.3d,3D,2,3s.4p,3P*,2,,c44,L4833,
Si,3,309.342,309.3424,20,1.30e+08,B,142945.84,175263.10,3s.3d,3D,2,3s.4p,3P*,1,,c44,L4833,
Si,3,309.365,309.3654,5,4.33e+07,C+,142948.25,175263.10,3s.3d,3D,1,3s.4p,3P*,1,,c44,L4833,
Si,3,309.683,309.6826,16,1.73e+08,B,142948.25,175230.01,3s.3d,3D,1,3s.4p,3P*,0,,c44,L4833,
Si,3,312.627,312.6263,6,4.67e+07,C+,216190.24,248168.04,3p.3d,3P*,2,3p.4p,3P,2,,"T6298c4,LS",L4833,
Si,3,314.737,314.7361,7,2.53e+07,C+,216190.24,247953.69,3p.3d,3P*,2,3p.4p,3P,1,,"T6298c4,LS",L4833,
Si,4,314.956,314.9559,7,4.02e+08,A+,218266.86,250008.14,2p6.4p,2P*,1/2,2p6.4d,2D,3/2,,c33,L6098,
Si,3,316.161,316.1610,8,4.91e+07,C+,204330.79,235951.09,3s.4d,1D,2,3p.3d,1P*,1,,T6298c4,L4833,
Si,4,316.571,316.5710,9,4.77e+08,A+,218428.67,250008.02,2p6.4p,2P*,3/2,2p6.4d,2D,5/2,,c33,L6098,
Si,3,318.513,318.5121,16,4.04e+08,B,176487.19,207874.09,3s.4p,1P*,1,3s.5s,1S,0,,T6298c4,L4833,
Si,3,318.602,318.6018,13,1.13e+08,B,198923.15,230301.22,3p.3d,3F*,2,3s.5g,3G,3,,"T6298c4,LS",L4833,
Si,2,318.897,,150,,,,,,,,,,,,,L3541,
Si,2,319.225,,50,,,,,,,,,,,,,L3541,
Si,2,319.309,,150,,,,,,,,,,,,,L3541,
Si,2,319.421,,50,,,,,,,,,,,,,L3541,
Si,2,319.469,,50,,,,,,,,,,,,,L3541,
Si,2,319.541,,100,,,,,,,,,,,,,L3541,
Si,3,319.650,319.6501,14,1.14e+08,B,199026.49,230301.66,3p.3d,3F*,3,3s.5g,3G,4,,"T6298c4,LS",L4833,
Si,2,319.951,,200,,,,,,,,,,,,,L3541,
Si,2,320.249,,20,,,,,,,,,,,,,L3541,
Si,2,320.387,320.3872,100w,4.45e+07,C+,81191.34,112394.56,3s2.4p,2P*,1/2,3s2.5d,2D,3/2,,T7166,L3541,
Si,2,321.003,321.0026,200w,5.29e+07,C+,81251.32,112394.72,3s2.4p,2P*,3/2,3s2.5d,2D,5/2,,T7166,L3541,
Si,3,321.055,321.0557,15,1.20e+08,B+,199164.10,230302.35,3p.3d,3F*,4,3s.5g,3G,5,,"T6298c4,LS",L4833,
Si,2,321.466,,75,,,,,,,,,,,,,L3541,
Si,3,321.625,321.6249,7,1.90e+07,D+,204330.79,235413.93,3s.4d,1D,2,3p.3d,1F*,3,,T6298c4,L4833,
Si,2,321.799,,15w,,,,,,,,,,,,,L3541,
Si,2,322.044,,10,,,,,,,,,,,,,L3541,
Si,2,322.301,,20,,,,,,,,,,,,,L3541,
Si,3,323.050,323.0496,12,4.75e+07,C+,175230.01,206176.08,3s.4p,3P*,0,3s.5s,3S,1,,"T6298c4,LS",L4833,
Si,3,323.395,323.3954,14,1.42e+08,B,175263.10,206176.08,3s.4p,3P*,1,3s.5s,3S,1,,"T6298c4,LS",L4833,
Si,3,324.162,324.1626,15,2.35e+08,B,175336.26,206176.08,3s.4p,3P*,2,3s.5s,3S,1,,"T6298c4,LS",L4833,
Si,4,324.419,324.4191,1w,4.21e+07,B+,291497.50,322312.93,2p6.5d,2D,3/2,2p6.7p,2P*,1/2,,c33,L6098,
Si,3,325.340,325.3410,7,1.82e+07,C+,217439.92,248168.04,3p.3d,3D*,2,3p.4p,3P,2,,"T6298c4,LS",L4833,
Si,3,325.374,325.3745,5,1.75e+07,C+,209559.33,240284.28,3s.4f,3F*,3,3s.6d,3D,2,,"T6298c4,LS",L4833,
Si,3,325.480,325.4807,7,1.81e+07,C+,209599.70,240314.63,3s.4f,3F*,4,3s.6d,3D,3,,"T6298c4,LS",L4833,
Si,3,325.866,325.8667,12,1.01e+08,B,217489.49,248168.04,3p.3d,3D*,3,3p.4p,3P,2,,"T6298c4,LS",L4833,
Si,3,327.046,327.0461,6,2.99e+07,C+,217385.77,247953.69,3p.3d,3D*,1,3p.4p,3P,1,,"T6298c4,LS",L4833,
Si,3,327.626,327.6265,10,8.91e+07,B,217439.92,247953.69,3p.3d,3D*,2,3p.4p,3P,1,,"T6298c4,LS",L4833,
Si,3,327.926,327.9261,7,1.18e+08,C+,217385.77,247871.66,3p.3d,3D*,1,3p.4p,3P,0,,"T6298c4,LS",L4833,
Si,2,333.314,333.3139,300,1.00e+07,C,81191.34,111184.46,3s2.4p,2P*,1/2,3s2.6s,2S,1/2,,T6570,L3541,
Si,2,333.982,333.9818,500,2.00e+07,C+,81251.32,111184.46,3s2.4p,2P*,3/2,3s2.6s,2S,1/2,,T6570,L3541,
Si,3,348.691,348.6927,15,1.54e+08,B+,201598.28,230268.62,3s.4d,3D,2,3s.5f,3F*,3,,"T6298c4,LS",L4833,
Si,3,352.594,352.5939,9,2.48e+07,C+,214532.17,242885.30,3s.5p,1P*,1,3p.4p,1P,1,,T6298c4,L4833,
Si,3,356.967,356.9672,8,5.78e+07,D+,214532.17,242537.95,3s.5p,1P*,1,3s.7s,1S,0,,T6298c4,L4833,
Si,3,359.047,359.0465,20,2.53e+08,C,176487.19,204330.79,3s.4p,1P*,1,3s.4d,1D,2,,"c44,T5038,T1860",L4833,
