element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Pm,1,603.132,,400,,,,,,,,,,,,,L4514c1,
Pm,1,604.339,,500,,,,,,,,,,,,,L4514c1,
Pm,2,605.257,,150c,,,,,,,,,,,,,L7345,
Pm,2,606.700,,100c,,,,,,,,,,,,,L7345,
Pm,1,606.906,,500,,,,,,,,,,,,,L4514c1,
Pm,2,607.640,,100,,,,,,,,,,,,,L7345,
Pm,2,608.541,,200,,,,,,,,,,,,,L7345,
Pm,1,610.021,,900,,,,,,,,,,,,,L4514c1,
Pm,1,610.640,,400,,,,,,,,,,,,,L4514c1,
Pm,2,611.490,,100,,,,,,,,,,,,,L7345,
Pm,1,615.176,,400w,,,,,,,,,,,,,L4514c1,
Pm,2,615.953,,100,,,,,,,,,,,,,L7345,
Pm,1,616.316,,400,,,,,,,,,,,,,L4514c1,
Pm,2,618.452,,100,,,,,,,,,,,,,L7345,
Pm,2,620.891,,200,,,,,,,,,,,,,L7345,
Pm,1,622.964,,500,,,,,,,,,,,,,L4514c1,
Pm,1,623.779,,400,,,,,,,,,,,,,L4514c1,
Pm,2,626.325,,100,,,,,,,,,,,,,L7345,
Pm,1,627.269,,400,,,,,,,,,,,,,L4514c1,
Pm,1,628.606,,400,,,,,,,,,,,,,L4514c1,
Pm,1,630.829,,500,,,,,,,,,,,,,L4514c1,
Pm,2,631.420,,100,,,,,,,,,,,,,L7345,
Pm,1,632.384,,700,,,,,,,,,,,,,L4514c1,
Pm,1,639.031,,500,,,,,,,,,,,,,L4514c1,
Pm,2,642.964,,100,,,,,,,,,,,,,L7345,
Pm,1,643.193,,500w,,,,,,,,,,,,,L4514c1,
Pm,2,643.657,,100,,,,,,,,,,,,,L7345,
Pm,1,648.761,,400,,,,,,,,,,,,,L4514c1,
Pm,1,651.034,,400,,,,,,,,,,,,,L4514c1,
Pm,1,651.725,,500,,,,,,,,,,,,,L4514c1,
Pm,2,651.943,,200,,,,,,,,,,,,,L7345,
Pm,1,652.045,,1000bl,,,,,,,,,,,,,L4514c1,
Pm,1,654.220,,500,,,,,,,,,,,,,L4514c1,
Pm,2,655.848,,100w,,,,,,,,,,,,,L7345,
Pm,2,658.639,,100,,,,,,,,,,,,,L7345,
Pm,2,659.229,,100,,,,,,,,,,,,,L7345,
Pm,1,659.815,,900,,,,,,,,,,,,,L4514c1,
Pm,1,659.866,,800,,,,,,,,,,,,,L4514c1,
Pm,1,660.637,,700,,,,,,,,,,,,,L4514c1,
Pm,1,662.523,,800w,,,,,,,,,,,,,L4514c1,
Pm,2,662.554,,100w,,,,,,,,,,,,,L7345,
Pm,1,664.981,,700,,,,,,,,,,,,,L4514c1,
Pm,2,665.905,,400,,,,,,,,,,,,,L7345,
Pm,2,666.125,,100,,,,,,,,,,,,,L7345,
Pm,1,666.168,,500,,,,,,,,,,,,,L4514c1,
Pm,1,666.376,,400,,,,,,,,,,,,,L4514c1,
Pm,1,666.751,,800c,,,,,,,,,,,,,L4514c1,
Pm,1,667.747,,700w,,,,,,,,,,,,,L4514c1,
Pm,2,668.089,,200,,,,,,,,,,,,,L7345,
Pm,1,668.555,,500,,,,,,,,,,,,,L4514c1,
Pm,1,668.568,,500,,,,,,,,,,,,,L4514c1,
Pm,2,669.009,,150,,,,,,,,,,,,,L7345,
Pm,1,670.033,,600,,,,,,,,,,,,,L4514c1,
