element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
F,1,595.0147,0.0010,595.014+,12,,,117164.01,133965.68,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).4d,4P,5/2,,,L7481,
F,1,595.9187,0.0010,595.918+,25,,,117308.56,134084.75,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).4d,2F,5/2,,,L7481,
F,1,596.528,0.003,596.527+,70,,,117164.01,133923.07,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).4d,4F,7/2,,,L7481,
F,1,599.4425,0.0010,599.441+,50,,,115917.91,132595.50,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).5s,4P,5/2,,,L7481,
F,1,601.5828,0.0002,601.583+,150,,,116987.39,133605.61,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).4d,4F,9/2,,,L7481,
F,1,603.804,0.003,603.801+,80,,,116987.39,133544.54,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).4d,4D,7/2,,,L7481,
F,1,604.754,0.003,604.753+,900,2.36e+05,C,102405.71,118936.80,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2P*,3/2,,T7043,L7481,
F,1,608.0113,0.0002,608.012+,100,,,117164.01,133606.51,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).4d,2F,7/2,,,L7481,
F,3,609.182,0.010,,150,,,,,,,,,,,,,L767,
F,3,612.550,0.010,,140,,,,,,,,,,,,,L767,
F,1,614.976,0.003,614.974+,800,1.90e+05,C,102680.44,118936.80,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2P*,3/2,,T7043,L7481,
F,1,621.087,0.003,621.084+,400,9.2e+04,C,102840.38,118936.80,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,2P*,3/2,,T7043,L7481,
F,3,623.357,0.010,,130,,,,,,,,,,,,,L767,
F,1,623.9651,0.0002,623.965+,13000,2.90e+07,C+,102405.71,118427.82,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4S*,3/2,,T7043,L7481,
F,2,624.790,0.010,,140,,,,,,,,,,,,,L369,
F,1,634.8508,0.0002,634.851+,10000,2.32e+07,C+,102680.44,118427.82,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4S*,3/2,,T7043,L7481,
F,3,636.305,0.010,,140,,,,,,,,,,,,,L767,
F,1,641.3651,0.0002,641.365+,8000,1.36e+07,C+,102840.38,118427.82,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4S*,3/2,,T7043,L7481,
F,1,646.350,0.003,646.350+,700,3.97e+04,C,102405.71,117872.92,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2D*,3/2,,T7043,L7481,
F,1,656.9694,0.0002,656.969+,450,3.86e+05,C+,102405.71,117622.92,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,2D*,5/2,,T7043,L7481,
F,1,658.0389,0.0002,658.039+,300,2.51e+05,C+,102680.44,117872.92,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2D*,3/2,,T7043,L7481,
F,1,665.0405,0.0002,665.040+,400,3.49e+05,C+,102840.38,117872.92,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,2D*,3/2,,T7043,L7481,
F,1,669.0481,0.0002,669.048+,1800,1.46e+06,C,102680.44,117622.92,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,2D*,5/2,,T7043,L7481,
F,1,670.8282,0.0002,670.827+,400,1.09e+06,C+,102405.71,117308.56,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,3/2,,T7043,L7481,
F,1,677.3984,0.0002,677.398+,7000,9.6e+06,C+,102405.71,117164.01,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4D*,5/2,,T7043,L7481,
F,1,679.5528,0.0002,679.552+,1500,5.89e+06,C+,102680.44,117391.95,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,1/2,,T7043,L7481,
F,1,683.4264,0.0002,683.426+,9000,2.18e+07,C+,102680.44,117308.56,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,3/2,,T7043,L7481,
