element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Re,3,187.58608,0.00060,187.5860,0.0004,614,8.57e+07,,47881.45,101190.34,5d4.(1I).6s,2I,11/2,5d4.6p,101190*,13/2,,T9867,L20378,
Re,3,187.62432,0.00060,187.6239,0.0005,1022,8.75e+07,,47011.78,100309.90,5d4.6s,47011,9/2,5d4.6p,100309*,11/2,,T9867,L20378,
Re,4,187.74727,0.00060,187.7473,0.0004,84,4.67e+07,,74604.60,127867.69,5d3.(2H).6s,1H     ,5,5d3.(2G).6p,3G*    ,4,,T9813,L20111,
Re,5,187.82209,0.00060,187.8218,0.0004,52,4.50e+07,,77994.60,131236.56,5d2.(3F).6s,2F,5/2,5d2.6p,131236*,3/2,,T9811,L20109,
Re,3,187.92274,0.00060,187.9228,0.0003,416,5.88e+07,,46314.79,99528.13,5d4.(3H).6s,2H,9/2,5d4.6p,99528*,7/2,,T9867,L20378,
Re,3,187.95679,0.00060,187.9570,0.0003,67,6.25e+06,,41115.92,94319.57,5d4.6s,41115,7/2,5d4.6p,94319*,7/2,,T9867,L20378,
Re,4,187.98476,0.00060,187.9855,0.0004,36,9.09e+06,,75722.03,128917.62,5d3.(2F).6s,3F     ,4,5d3.6p,128917*,5,,T9813,L20111,
Re,3,188.01590,0.00060,188.0159,0.0004,1585,1.18e+08,,20453.27,73640.25,5d5,4D,7/2,5d4.(5D).6p,6F*,7/2,,T9867,L20378,
Re,3,188.05994,0.00060,188.0597,0.0003,79,9.25e+07,,51668.96,104843.57,5d4.6s,51668,7/2,,104843*,7/2,,T9867,L20378,
Re,3,188.09132,0.00060,188.0915,0.0004,238,4.25e+07,,47910.25,101075.86,5d4.6s,47910,5/2,,101075*,7/2,,T9867,L20378,
