element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ge,1,196.3375,0.0005,196.337284,30h,,,7125.2989,58058.060,4s2.4p2,1D,2,4s2.4p.5d,1P*,1,,,L3476,
Ge,1,196.5384,0.0005,196.538301,30,,,557.1341,51437.802,4s2.4p2,3P,1,4s2.4p.4d,3P*,2,,,L3476,
Ge,2,196.63173,0.00010,196.631726,20,,,65184.738,116041.231,4s.4p2,2D,5/2,4s2.6f,2F*,7/2,,,L3335,
Ge,1,197.0879,0.0005,197.087966,200,,,1409.9609,52148.726,4s2.4p2,3P,2,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
Ge,3,197.822,0.010,,2,,,,,,,,,,,,,L3302,
Ge,2,197.92736,0.00010,197.927364,200,,,1767.357,52290.942,4s2.4p,2P*,3/2,4s.4p2,4P,3/2,,,L187,
Ge,1,198.7850,0.0005,198.784927,300h,,,7125.2989,57430.924,4s2.4p2,1D,2,4s2.4p.5d,3P*,2,,,L3476,
Ge,1,198.8268,0.0005,198.826688,300,2.5e+07,C,1409.9609,51705.020,4s2.4p2,3P,2,4s2.4p.4d,3P*,1,,T4515,L3476,
Ge,1,199.8887,0.0005,199.888698,500r,5.5e+07,C,1409.9609,51437.802,4s2.4p2,3P,2,4s2.4p.4d,3P*,2,,T4515,L3476,
Ge,2,200.70390,0.00010,200.70391,50,,,1767.357,51575.885,4s2.4p,2P*,3/2,4s.4p2,4P,1/2,,,L187,
Ge,1,201.1293,0.0005,201.12953,200,,,7125.2989,56828.439,4s2.4p2,1D,2,4s2.4p.5d,3F*,3,,,L3476,
Ge,1,201.90684,0.00010,201.90683,1700,,,557.1341,50068.954,4s2.4p2,3P,1,4s2.4p.4d,3F*,2,,,L3476,
Ge,3,201.922,0.010,,2,,,,,,,,,,,,,L3302,
Ge,3,202.225,0.010,,4,,,,,,,,,,,,,L3302,
Ge,1,204.17121,0.00010,204.17121,2400r,1.1e+08,C,0.0000,48962.783,4s2.4p2,3P,0,4s2.4p.4d,3D*,1,,T4515,L3476,
Ge,1,204.37695,0.00010,204.37693,1600r,,,1409.9609,50323.465,4s2.4p2,3P,2,4s2.4p.4d,3F*,3,,,L3476,
Ge,1,205.44609,0.00010,205.44607,420,,,1409.9609,50068.954,4s2.4p2,3P,2,4s2.4p.4d,3F*,2,,,L3476,
Ge,1,205.72382,0.00010,205.72383,220h,,,7125.2989,55718.604,4s2.4p2,1D,2,4s2.4p.5d,3D*,3,,,L3476,
