element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Mg,12,,0.6380854471,0.0000000024,6g,8.7279e+10,AA,0.00,(15671882.2619),1s,2S,1/2,10p,2P*,3/2,,T7771,,
Mg,12,,0.6380879295,0.0000000024,3g,8.7016e+10,AA,0.00,(15671821.293),1s,2S,1/2,10p,2P*,1/2,,T7771,,
Mg,12,,0.6395989033,0.0000000025,7g,1.1992e+11,AA,0.00,(15634798.5416),1s,2S,1/2,9p,2P*,3/2,,T7771,,
Mg,12,,0.6396023248,0.0000000025,3g,1.1957e+11,AA,0.00,(15634714.903),1s,2S,1/2,9p,2P*,1/2,,T7771,,
Mg,12,,0.6417269142,0.0000000025,4g,1.7112e+11,AA,0.00,(15582952.467),1s,2S,1/2,8p,2P*,3/2,,T7771,,
Mg,12,,0.6417318188,0.0000000025,8g,1.7064e+11,AA,0.00,(15582833.369),1s,2S,1/2,8p,2P*,1/2,,T7771,,
Mg,12,,0.644856451,0.000000003,5g,2.5628e+11,AA,0.00,(15507327.222),1s,2S,1/2,7p,2P*,3/2,,T7771,,
Mg,12,,0.644863845,0.000000003,10g,2.5560e+11,AA,0.00,(15507149.426),1s,2S,1/2,7p,2P*,1/2,,T7771,,
Mg,12,0.65035,0.649738702,0.000000003,20g*,4.0900e+11,AA,0.00,(15390802.451),1s,2S,1/2,6p,2P*,3/2,,T7771,L2560c7,
Mg,12,0.65035,0.649750622,0.000000003,10g*,4.0802e+11,AA,0.00,(15390520.088),1s,2S,1/2,6p,2P*,1/2,,T7771,L2560c7,
Mg,12,0.65765,0.658001211,0.000000003,30g*,7.1270e+11,AA,0.00,(15197540.422),1s,2S,1/2,5p,2P*,3/2,,T7771,L2560c7,
Mg,12,0.65765,0.658022340,0.000000003,15g*,7.1122e+11,AA,0.00,(15197052.422),1s,2S,1/2,5p,2P*,1/2,,T7771,L2560c7,
Mg,12,0.67365,0.673775101,0.000000003,60g*,1.4138e+12,AA,0.00,(14841747.628),1s,2S,1/2,4p,2P*,3/2,,T7771,L2560c7,
Mg,12,0.67365,0.673818380,0.000000003,30g*,1.4116e+12,AA,0.00,(14840794.33),1s,2S,1/2,4p,2P*,1/2,,T7771,L2560c7,
Mg,11,,0.71037,0.00010,10g,1.40e+11,A+,0.0,(14077196),1s2,1S,0,1s.10p,1P*,1,,"T5231c4,T5072",,
Mg,12,0.71068,0.710576767,0.000000004,200g*,3.4672e+12,AA,0.00,(14073074.80),1s,2S,1/2,3p,2P*,3/2,,T7771,L2560c7,
Mg,12,0.71068,0.710690900,0.000000005,100g*,3.4659e+12,AA,0.00,(14070814.75),1s,2S,1/2,3p,2P*,1/2,,T7771,L2560c7,
Mg,11,0.7128,0.71194,0.00010,15g,1.92e+11,A,0.0,(14046074),1s2,1S,0,1s.9p,1P*,1,,"T5231c4,T5072",L2304,
Mg,11,0.7156,0.71415,0.00010,20g,2.74e+11,A,0.0,(14002569),1s2,1S,0,1s.8p,1P*,1,,"T5231c4,T5072",L2304,
Mg,11,0.7177,0.71741,0.00010,25g,4.10e+11,A,0.0,(13939122.6),1s2,1S,0,1s.7p,1P*,1,,"T5231c4,T5072",L2304,
Mg,11,0.72256,0.72247,0.00010,35g,6.52e+11,A+,0.0,(13841392.5),1s2,1S,0,1s.6p,1P*,1,,"T5231c4,T5072",L2560c7,
Mg,11,0.73102,0.73103,0.00010,50g,1.13e+12,A+,0.0,(13679367.0),1s2,1S,0,1s.5p,1P*,1,,"T5231c4,T5072",L7418c8,
Mg,11,,0.73125,0.00010,2g,,,0.0,(13675153.7),1s2,1S,0,1s.5p,3P*,1,,,,
Mg,11,0.74738,0.74731,0.00010,100g,2.24e+12,A+,0.0,(13381270.1),1s2,1S,0,1s.4p,1P*,1,,"T5231c4,T5072",L7418c8,
Mg,11,,0.74778,0.00010,5g,,,0.0,(13372937.2),1s2,1S,0,1s.4p,3P*,1,,,,
Mg,11,0.78509,0.78505,0.00010,400g,5.43e+12,A+,0.0,(12738021.0),1s2,1S,0,1s.3p,1P*,1,,"T5231c4,T5072",L7418c8,
Mg,11,0.78612,0.78630,0.00010,20g,,,0.0,(12717734.5),1s2,1S,0,1s.3p,3P*,1,,,L4110c7,
Mg,10,0.8092,0.8092,0.0010,3*,,,160015,12518000,1s2.2p,2P*,1/2,1s.2p.(3P*).3p,2P,1/2,,,L2743,
Mg,12,0.84201,0.841920005,0.000000006,1000g,1.2974e+13,AA,0.00,(11877612.9994),1s,2S,1/2,2p,2P*,3/2,,T7771,L2560c7,
Mg,12,0.84260,0.842460965,0.000000006,500g,1.3008e+13,AA,0.00,(11869986.166),1s,2S,1/2,2p,2P*,1/2,,T7771,L2560c7,
Mg,11,0.91689,0.91687,0.00010,1000g,1.96e+13,A+,0.0,(10906619.565),1s2,1S,0,1s.2p,1P*,1,,"T5231c4,T5072",L7418c8,
Mg,10,0.92216,0.9218,0.0010,10*,,,160015,11008000,1s2.2p,2P*,1/2,1s.(2S).2p2.(1S),2S,1/2,,,L2560c7,
Mg,10,0.92216,0.9222,0.0010,10*,,,163990,11008000,1s2.2p,2P*,3/2,1s.(2S).2p2.(1S),2S,1/2,,,L2560c7,
Mg,10,0.92300,0.9230,0.0010,10bl*,,,1726520,[12561000],1s2.3p,2P*,1/2,1s.2p.(3P*).3p,2D,3/2,,,"L7418c8,L2560c7",
Mg,10,0.92300,0.9231,0.0010,10bl*,,,1727830,[12561000],1s2.3p,2P*,3/2,1s.2p.(3P*).3p,2D,5/2,,,"L7418c8,L2560c7",
Mg,11,0.92310,0.92312,0.00010,50g,,,0.0,(10832823.87),1s2,1S,0,1s.2p,3P*,1,,,L7418c8,
Mg,10,0.9266,0.9267,0.0010,2*,,,1726520,12518000,1s2.3p,2P*,1/2,1s.2p.(3P*).3p,2P,1/2,,,L2670,
Mg,10,0.9266,0.9268,0.0010,2*,,,1727830,12518000,1s2.3p,2P*,3/2,1s.2p.(3P*).3p,2P,3/2,,,L2670,
Mg,10,0.92957,0.9294,0.0010,15bl*,,,160015,10920000,1s2.2p,2P*,1/2,1s.(2S).2p2.(3P),2P,1/2,,,"L7418c8,L2560c7",
Mg,10,0.92957,0.9297,0.0010,15bl*,,,163990,10920000,1s2.2p,2P*,3/2,1s.(2S).2p2.(3P),2P,3/2,,,"L7418c8,L2560c7",
Mg,10,0.93167,0.9316,0.0010,30,,,160015,10894000,1s2.2p,2P*,1/2,1s.(2S).2p2.(1D),2D,3/2,,,L2560c7,
Mg,10,0.93200,0.9320,0.0010,50,,,163990,10894000,1s2.2p,2P*,3/2,1s.(2S).2p2.(1D),2D,5/2,,,L2560c7,
Mg,9,,0.9367,0.0010,14,,,405100,11080900,1s2.2p2,1D,2,1s.2p3,1P*,1,,,L4330,
Mg,9,0.9384,0.93830,0.00010,43bl*,,,0,10657600,1s2.2s2,1S,0,1s.2s2.2p,1P*,1,,,L4330,
Mg,9,0.9384,0.93885,0.00010,43bl*,,,369330,[11020700],1s2.2p2,3P,2,1s.2p3,3P*,2,,,L4330,
Mg,9,0.9393,0.9393,0.0010,49,,,271687,10917900,1s2.2s.2p,1P*,1,1s.(2S).2s.2p2.(2P),1P,1,,,L4330,
Mg,9,0.9411,0.94116,0.00010,86bl*,,,144091,[10769300],1s2.2s.2p,3P*,2,1s.(2S).2s.2p2.(4P),3P,2,,,L4330,
Mg,9,0.9430,0.94168,0.00010,32bl*,,,144091,[10763400],1s2.2s.2p,3P*,2,1s.(2S).2s.2p2.(2D),3D,3,,,L4330,
Mg,9,0.9430,0.94303,0.00010,32bl*,,,405100,[11009200],1s2.2p2,1D,2,1s.2p3,1D*,2,,,L4330,
Mg,9,0.9430,0.94475,0.00010,32bl*,,,365856,[10950700],1s2.2p2,3P,0,1s.2p3,3D*,1,,,L4330,
Mg,9,0.9430,0.94477,0.00010,32bl*,,,271687,[10856300],1s2.2s.2p,1P*,1,1s.(2S).2s.2p2.(2D),1D,2,,,L4330,
Mg,9,0.9430,0.94487,0.00010,32bl*,,,367159,[10950600],1s2.2p2,3P,1,1s.2p3,3D*,2,,,L4330,
Mg,9,0.9454,0.9451,0.0010,25bl*,,,499633,11080900,1s2.2p2,1S,0,1s.2p3,1P*,1,,,L4330,
Mg,9,0.9454,0.94516,0.00010,25bl*,,,369330,[10949500],1s2.2p2,3P,2,1s.2p3,3D*,3,,,L4330,
Mg,12,3.3678,3.36535721,0.00000007,1*,2.0057e+11,AA,(11870294.86),(14841747.628),2s,2S,1/2,4p,2P*,3/2,,T7771,L10489,
Mg,12,3.3678,3.36643723,0.00000008,1*,2.0146e+11,AA,(11870294.86),(14840794.33),2s,2S,1/2,4p,2P*,1/2,,T7771,L10489,
Mg,12,3.3736,3.37330733,0.00000007,1,4.2811e+11,AA,(11877612.9994),(14842062.728),2p,2P*,3/2,4d,2D,5/2,,T7771,L10489,
Mg,10,3.8769,3.8766,0.0010,60,2.82e+10,B,160015,2739600,1s2.2p,2P*,1/2,1s2.7d,2D,3/2,,"c4,LS",L695,
Mg,10,3.8823,3.8826,0.0010,120,3.36e+10,B,163990,2739600,1s2.2p,2P*,3/2,1s2.7d,2D,5/2,,"c4,LS",L695,
Mg,11,3.9278,3.9270,0.0010,3,2.38e+11,A,(10832823.87),(13379316),1s.2p,3P*,1,1s.4d,3D,2,,"T5231c4,LS",L10489,
Mg,11,3.9318,3.9323,0.0010,4,3.17e+11,A,(10836396.36),(13379468),1s.2p,3P*,2,1s.4d,3D,3,,"T5231c4,LS",L10489,
Mg,10,4.0022,4.0019,0.0010,120,4.62e+10,B+,160015,2658800,1s2.2p,2P*,1/2,1s2.6d,2D,3/2,,"c4,LS",L695,
Mg,10,4.0080,4.0083,0.0010,200,5.54e+10,B+,163990,2658800,1s2.2p,2P*,3/2,1s2.6d,2D,5/2,,"c4,LS",L695,
Mg,9,4.0638,4.0638,0.0010,10g,1.74e+10,D,0,2460750,1s2.2s2,1S,0,1s2.2s.7p,1P*,1,,"c6,LS",L753,
Mg,9,4.1803,4.1803,0.0010,40g,4.22e+10,D,0,2392170,1s2.2s2,1S,0,1s2.2s.6p,1P*,1,,"c6,LS",L753,
Mg,10,4.2294,4.2294,0.0010,250,8.61e+10,B+,160015,2524400,1s2.2p,2P*,1/2,1s2.5d,2D,3/2,,T5593,L695,
Mg,10,4.2363,4.2362,0.0010,400,1.03e+11,B+,163990,2524600,1s2.2p,2P*,3/2,1s2.5d,2D,5/2,,T5593,L695,
Mg,10,4.2523,4.2525,0.0010,6,6.27e+09,B,160015,2511600,1s2.2p,2P*,1/2,1s2.5s,2S,1/2,,T5593,L695,
Mg,10,4.2596,4.2597,0.0010,10,1.32e+10,B,163990,2511600,1s2.2p,2P*,3/2,1s2.5s,2S,1/2,,T5593,L695,
Mg,9,4.3087,4.3091,0.0010,10,2.11e+10,D,141631,2462300,1s2.2s.2p,3P*,1,1s2.2s.7d,3D,2,,"c6,LS",L753,
Mg,9,4.3138,4.3137,0.0010,20,2.79e+10,D,144091,2462300,1s2.2s.2p,3P*,2,1s2.2s.7d,3D,3,,"c6,LS",L753,
Mg,9,4.3481,4.3481,0.0010,50,2.83e+10,D,144091,2443950,1s2.2s.2p,3P*,2,1s2.2p.5p,3P,2,,"c6,LS",L753,
Mg,9,4.3843,4.3843,0.0010,60g,5.63e+10,D,0,2280870,1s2.2s2,1S,0,1s2.2s.5p,1P*,1,,"c6,LS",L753,
Mg,9,4.4373,4.4372,0.0010,40,3.92e+10,D,141631,2395290,1s2.2s.2p,3P*,1,1s2.2s.6d,3D,2,,"c6,LS",L753,
Mg,9,4.4420,4.4421,0.0010,60,5.22e+10,C,144091,2395290,1s2.2s.2p,3P*,2,1s2.2s.6d,3D,3,,"c6,LS",L753,
Mg,9,4.4983,4.4983,0.0010,20,,,405100,2628160?,1s2.2p2,1D,2,1s2.2p.7d,1F*,3,,,L753,
Mg,12,4.5392,4.53908998,0.00000012,10*,1.1219e+12,AA,(11869986.166),(14073070.9353),2p,2P*,1/2,3d,2D,3/2,,T7771,L10489,
Mg,12,4.5392,4.53971812,0.00000016,10*,4.6489e+11,AA,(11870294.86),(14073074.80),2s,2S,1/2,3p,2P*,3/2,,T7771,L10489,
Mg,12,4.5530,4.55330147,0.00000012,15,1.3416e+12,AA,(11877612.9994),(14073821.6353),2p,2P*,3/2,3d,2D,5/2,,T7771,L10489,
Mg,9,4.5635,4.5635,0.0010,40,2.83e+10,D,271687,2462990,1s2.2s.2p,1P*,1,1s2.2s.7d,1D,2,,"c6,LS",L753,
Mg,9,4.5980,4.5980,0.0010,20,4.17e+10,D,271687,2446550,1s2.2s.2p,1P*,1,1s2.2p.5p,1D,2,,"c6,LS",L753,
Mg,9,4.6340,4.6340,0.0010,40,,,405100,2563060?,1s2.2p2,1D,2,1s2.2p.6d,1F*,3,,,L753,
Mg,9,4.6657,4.6657,0.0010,160,6.54e+10,D,141631,2284920,1s2.2s.2p,3P*,1,1s2.2s.5d,3D,2,,"c6,LS",L753,
Mg,9,4.6711,4.6711,0.0010,10,8.71e+10,D,144091,2284920,1s2.2s.2p,3P*,2,1s2.2s.5d,3D,3,,"c6,LS",L7429,
Mg,9,4.7041,4.7041,0.0010,60,3.87e+10,D,271687,2397490,1s2.2s.2p,1P*,1,1s2.2s.6d,1D,2,,"c6,LS",L753,
Mg,10,4.7231,4.7229,0.0010,250,1.85e+11,A,160015,2277380,1s2.2p,2P*,1/2,1s2.4d,2D,3/2,,T5593,L7429,
Mg,10,4.7310,4.7310,0.0010,400,2.21e+11,A,163990,2277700,1s2.2p,2P*,3/2,1s2.4d,2D,5/2,,T5593,L7429,
Mg,9,4.7818,4.7818,0.0010,10,5.37e+10,C,144091,2235350,1s2.2s.2p,3P*,2,1s2.2p.4p,3P,2,,"c6,LS",L7429,
Mg,9,4.7947,4.7947,0.0010,100,5.82e+10,D,144091,2229730,1s2.2s.2p,3P*,2,1s2.2p.4p,3D,3,,"c6,LS",L7429,
Mg,9,4.8024,4.8024,0.0010,10,1.27e+11,D,369330,2451620,1s2.2p2,3P,2,1s2.2p.5d,3D*,3,,"c6,LS",L7429,
Mg,9,4.8340,4.8340,0.0010,100g,1.36e+11,D,0,2068680,1s2.2s2,1S,0,1s2.2s.4p,1P*,1,,"c6,LS",L7429,
Mg,9,4.8794,4.8794,0.0010,10,1.58e+11,D+,405100,2454530,1s2.2p2,1D,2,1s2.2p.5d,1F*,3,,"c6,LS",L7429,
Mg,9,4.9586,4.9586,0.0010,1,7.83e+10,D,271687,2288380,1s2.2s.2p,1P*,1,1s2.2s.5d,1D,2,,"c6,LS",L7429,
Mg,11,5.0450,5.0438,0.0010,25,3.30e+11,A,(10736142.64),(12718791.0),1s.2s,3S,1,1s.3p,3P*,2,,"T5231c4,LS",L10489,
Mg,11,5.0472,5.0471,0.0010,15,3.30e+11,A,(10736142.64),(12717469.6),1s.2s,3S,1,1s.3p,3P*,0,,"T5231c4,LS",L10489,
Mg,9,5.0777,5.0777,0.0010,10,8.30e+10,D,271687,2241080,1s2.2s.2p,1P*,1,1s2.2p.4p,1D,2,,"c6,LS",L7429,
Mg,8,,5.1386,0.0010,20g,2.03e+10,D+,0,1946060,2s2.2p,2P*,1/2,2s2.6d,2D,3/2,,"T7192c4,LS",L927,
Mg,8,5.1470,5.1473,0.0010,40g,2.43e+10,D+,3302,1946060,2s2.2p,2P*,3/2,2s2.6d,2D,5/2,,"T7192c4,LS",L927,
Mg,9,5.1560,5.1561,0.0010,10,1.11e+11,D,140504,2079970,1s2.2s.2p,3P*,0,1s2.2s.4d,3D,1,,"c6,LS",L7429,
Mg,9,5.1654,5.1654,0.0010,400,1.98e+11,D+,144091,2080050,1s2.2s.2p,3P*,2,1s2.2s.4d,3D,3,,"c6,LS",L7429,
Mg,8,5.2395,5.2395,0.0004,10,3.13e+10,C,132710+x,2041290+x?,2s.2p2,4P,5/2,2p2.(3P).4p,4D*,7/2,,"T7192c4,LS",L7429,
Mg,11,5.2625,5.2620,0.0010,50bl?,7.34e+11,A,(10832823.87),(12733231),1s.2p,3P*,1,1s.3d,3D,2,,"T5231c4,LS",L10489,
Mg,8,5.2628,5.2628,0.0010,40*,9.51e+09,D,232307,2132420?,2s.2p2,2D,3/2,2s.2p.(1P*).5d,2D*,3/2,,"T7192c4,LS",L927,
Mg,8,5.2628,5.2628,0.0010,40*,9.87e+09,D,232274,2132420?,2s.2p2,2D,5/2,2s.2p.(1P*).5d,2D*,5/2,,"T7192c4,LS",L927,
Mg,8,5.2692,5.2692,0.0010,80*,,,232274,2130100?,2s.2p2,2D,5/2,2s.2p.(1P*).5d,2F*,7/2,,,L927,
Mg,8,5.2692,5.2693,0.0010,80*,,,232307,2130100?,2s.2p2,2D,3/2,2s.2p.(1P*).5d,2F*,5/2,,,L927,
Mg,11,5.2721,5.2709,0.0010,40,9.74e+11,A,(10836396.36),(12733611),1s.2p,3P*,2,1s.3d,3D,3,,"T5231c4,LS",L10489,
Mg,9,5.3112,5.3112,0.0010,10,3.48e+10,E,367159,2249970,1s2.2p2,3P,1,1s2.2p.4d,3P*,1,,"c6,LS",L7429,
Mg,9,5.3188,5.3188,0.0010,200,1.04e+11,D,369330,2249450,1s2.2p2,3P,2,1s2.2p.4d,3P*,2,,"c6,LS",L7429,
Mg,9,5.3222,5.3222,0.0010,200,2.67e+11,D+,369330,2248250,1s2.2p2,3P,2,1s2.2p.4d,3D*,3,,"c6,LS",L7429,
Mg,8,5.3438,5.3437,0.0004,20,1.81e+10,D+,131030+x,2002380+x,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,5/2,,"T7192c4,LS",L927,
Mg,8,5.3484,5.3484,0.0004,10*,7.93e+10,C,131030+x,2000750+x?,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4D*,5/2,,"T7192c4,LS",L7429,
Mg,8,5.3484,5.3485,0.0004,10*,4.20e+10,C,132710+x,2002380+x,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4P*,5/2,,"T7192c4,LS",L7429,
Mg,8,5.3512,5.3512,0.0004,100,1.13e+11,C,132710+x,2001450+x,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4D*,7/2,,"T7192c4,LS",L7429,
Mg,8,5.3744,5.3744,0.0010,10,,,232274,2092940?,2s.2p2,2D,5/2,2s.2p.(3P*).6d,2F*,7/2,,,L927,
Mg,8,5.3812,5.3812,0.0010,10g,5.39e+10,D+,0,1858320,2s2.2p,2P*,1/2,2s2.5d,2D,3/2,,"T7192c4,LS",L7429,
Mg,8,5.3905,5.3905,0.0010,100g,6.44e+10,C,3302,1858420,2s2.2p,2P*,3/2,2s2.5d,2D,5/2,,"T7192c4,LS",L7429,
Mg,9,5.4011,5.4011,0.0010,200,3.28e+11,C,405100,2256570,1s2.2p2,1D,2,1s2.2p.4d,1F*,3,,"c6,LS",L7429,
Mg,9,5.4463,5.4463,0.0010,10,8.88e+10,D,405100,2241210,1s2.2p2,1D,2,1s2.2p.4d,1D*,2,,"c6,LS",L7429,
Mg,11,5.4729,5.4714,0.0010,40,9.37e+11,A,(10906619.565),(12734306),1s.2p,1P*,1,1s.3d,1D,2,,T5231c4,L10489,
Mg,8,5.4853,5.4853,0.0010,60g,5.73e+10,C,0,1823050,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,"T7192c4,LS",L927,
Mg,8,5.4886,5.4886,0.0010,100g,6.86e+10,C,3302,1825260?,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,5/2,,"T7192c4,LS",L7429,
Mg,9,5.5060,5.5060,0.0010,200,1.53e+11,D+,271687,2087890,1s2.2s.2p,1P*,1,1s2.2s.4d,1D,2,,"c6,LS",L7429,
Mg,8,5.5222,5.5222,0.0010,10g,5.93e+10,C,3302,1814170?,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2P,3/2,,"T7192c4,LS",L7429,
Mg,8,5.6358,5.6358,0.0010,10,9.31e+10,C,232274,2006650?,2s.2p2,2D,5/2,2s.2p.(3P*).5d,2F*,7/2,,"T7192c4,LS",L7429,
Mg,8,5.6403,5.6403,0.0010,10,8.67e+10,C,232307,2005260?,2s.2p2,2D,3/2,2s.2p.(3P*).5d,2F*,5/2,,"T7192c4,LS",L7429,
Mg,9,5.6861,5.6861,0.0010,10,1.53e+11,D,499633,2258310,1s2.2p2,1S,0,1s2.2p.4d,1P*,1,,"c6,LS",L7429,
Mg,8,5.7590,5.7590,0.0010,10*,2.35e+10,D+,232274,1968690?,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2D*,5/2,,"T7192c4,LS",L7429,
Mg,8,5.7590,5.7591,0.0010,10*,2.27e+10,D+,232307,1968690?,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2D*,3/2,,"T7192c4,LS",L7429,
Mg,8,5.7736,5.7736,0.0010,100*,7.26e+10,C,232274,1964300?,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2F*,7/2,,"T7192c4,LS",L7429,
Mg,8,5.7736,5.7737,0.0010,100*,6.79e+10,C,232307,1964300?,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2F*,5/2,,"T7192c4,LS",L7429,
Mg,10,5.7876,5.7876,0.0010,700g,2.16e+11,A+,0,1727830,1s2.2s,2S,1/2,1s2.3p,2P*,3/2,,"c42,T5593",L7429,
Mg,10,5.7920,5.7920,0.0010,700g,2.17e+11,A+,0,1726520,1s2.2s,2S,1/2,1s2.3p,2P*,1/2,,"c42,T5593",L7429,
Mg,7,,5.8316,0.0010,10g,,,2924,1717720?,2s2.2p2,3P,2,2s.2p2.(4P).5p,3D*,3,,,L7482,
Mg,8,5.8537,5.8537,0.0005,10,1.63e+10,D+,131030+x,1839350+x?,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,3/2,,"T7192c4,LS",L7429,
Mg,8,5.8614,5.8614,0.0005,200,1.58e+11,C+,131030+x,1837110+x,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,5/2,,"T7192c4,LS",L7429,
Mg,8,5.8667,5.8667,0.0005,300,2.25e+11,C+,132710+x,1837250+x,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,7/2,,"T7192c4,LS",L7429,
Mg,8,5.9038,5.9038,0.0010,200g,1.20e+11,C,0,1693830,2s2.2p,2P*,1/2,2s2.4d,2D,3/2,,"T7192c4,LS",L7429,
Mg,8,5.9153,5.9153,0.0010,300g,1.42e+11,C+,3302,1693830,2s2.2p,2P*,3/2,2s2.4d,2D,5/2,,"T7192c4,LS",L7429,
Mg,7,5.9640,5.9640,0.0036,1,5.13e+10,D,118100+x,1794830+x?,2s.2p3,5S*,2,2s.2p2.(4P).6d,5P,3,,"c6,LS",L7482,
Mg,7,6.0138,6.0138,0.0010,10g,,,2924,1665770?,2s2.2p2,3P,2,2s2.2p.6d,3P*,2,,,L7482,
Mg,8,6.0316,6.0321,0.0005,40,6.65e+09,D,131030+x,1788830+x,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*?,5/2,,"T7192c4,LS",L7429,
Mg,8,6.0384,6.0382,0.0005,10,1.55e+10,D+,132710+x,1788830+x,2s.2p2,4P,5/2,2s.2p.(3P*).4s,4P*?,5/2,,"T7192c4,LS",L7429,
Mg,8,6.0806,6.0806,0.0010,10g,1.09e+10,D,3302,1647880,2s2.2p,2P*,3/2,2s2.4s,2S,1/2,,"T7192c4,LS",L7429,
Mg,9,6.1038,6.1037,0.0010,200,3.37e+10,C+,141631,1779990,1s2.2s.2p,3P*,1,1s2.2p.3p,3P,2,,T7067c18,L7429,
Mg,9,6.1088,6.1085,0.0010,100,2.83e+10,C,141631,1778690,1s2.2s.2p,3P*,1,1s2.2p.3p,3P,1,,T7067c18,L7429,
Mg,9,6.1127,6.1128,0.0010,300,1.15e+11,B,144091,1779990,1s2.2s.2p,3P*,2,1s2.2p.3p,3P,2,,T7067c18,L7429,
Mg,9,6.1175,6.1177,0.0010,200,8.10e+10,C+,144091,1778690,1s2.2s.2p,3P*,2,1s2.2p.3p,3P,1,,T7067c18,L7429,
Mg,9,6.1359,6.1354,0.0010,10,2.22e+10,C,140504,1770380,1s2.2s.2p,3P*,0,1s2.2p.3p,3S,1,,T7067c18,L7429,
Mg,9,6.1393,6.1397,0.0010,100,5.70e+10,C+,141631,1770380,1s2.2s.2p,3P*,1,1s2.2p.3p,3S,1,,T7067c18,L7429,
Mg,9,6.1489,6.1490,0.0010,200,5.94e+10,C+,144091,1770380,1s2.2s.2p,3P*,2,1s2.2p.3p,3S,1,,T7067c18,L7429,
Mg,8,6.1891,6.1891,0.0010,200,1.88e+11,C+,232274,1848020?,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2F*,7/2,,"T7192c4,LS",L7429,
Mg,9,6.1924,6.1921,0.0010,400*,4.63e+10,C+,140504,1755470?,1s2.2s.2p,3P*,0,1s2.2p.3p,3D,1,,T7067c18,L7429,
Mg,9,6.1924,6.1924,0.0010,400*,8.11e+10,B,144091,1758970,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,3,,T7067c18,L7429,
Mg,9,6.1924,6.1926,0.0010,400*,6.32e+10,C+,141631,1756470?,1s2.2s.2p,3P*,1,1s2.2p.3p,3D,2,,T7067c18,L7429,
Mg,8,6.1964,6.1964,0.0010,100,1.75e+11,C+,232307,1846150?,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2F*,5/2,,"T7192c4,LS",L7429,
Mg,9,6.2020,6.2020,0.0010,10,1.72e+10,C,144091,1756470?,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,2,,T7067c18,L7429,
Mg,7,6.2166,6.2166,0.0039,10,8.99e+10,D,118100+x,1726700+x?,2s.2p3,5S*,2,2s.2p2.(4P).5d,5P,3,,"c6,LS",L7482,
Mg,8,6.2291,6.2291,0.0010,10*,4.71e+10,C,232274,1837640,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2D*,5/2,,"T7192c4,LS",L7429,
Mg,8,6.2291,6.2292,0.0010,10*,4.54e+10,C,232307,1837640,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2D*,3/2,,"T7192c4,LS",L7429,
Mg,7,6.2615,6.2625,0.0010,10g,,,1107,1597920?,2s2.2p2,3P,1,2s2.2p.5d,3P*,2,,,L7482,
Mg,7,6.2696,6.2696,0.0010,100g,,,2924,1597920?,2s2.2p2,3P,2,2s2.2p.5d,3P*,2,,,L7482,
Mg,9,6.2751,6.2751,0.0010,500g,2.95e+11,A,0,1593600,1s2.2s2,1S,0,1s2.2s.3p,1P*,1,,c55,L7429,
Mg,10,6.3152,6.3152,0.0010,400,5.48e+11,A,160015,1743500,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,"c42,T5593",L7429,
Mg,10,6.3295,6.3295,0.0010,700,6.55e+11,A,163990,1743890,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,"c42,T5593",L7429,
Mg,7,6.3396,6.3396,0.0010,100g,,,2924,1580310?,2s2.2p2,3P,2,2s.2p2.(4P).4p,3D*,3,,,L7482,
Mg,7,6.4122,6.4122,0.0010,200,,,40948,1600470?,2s2.2p2,1D,2,2s2.2p.5d,1F*,3,,,L7482,
Mg,8,6.4246,6.4243,0.0010,10g,1.60e+10,D,0,1556590,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,"T7192c4,LS",L7429,
Mg,8,6.4377,6.4380,0.0010,100g,3.18e+10,D+,3302,1556590,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,"T7192c4,LS",L7429,
